The time spent in the parallel computing activating process is 0.000263s.
-----
No.1	 toolpath -517.962080	[r = -600.000000] is calculated within 0.026749s.
30	-568.813850	1.266104
31	-569.541071	1.080522
32	-570.268292	0.911766
33	-570.995513	0.757767
34	-571.722734	0.616592
35	-572.449955	0.484007
36	-573.177176	0.358087
37	-573.904397	0.237803
38	-574.631618	0.120587
39	-575.358839	0.006327
40	-576.086060	-0.106645
bisection interval found by 1-dim search: [-576.086060,-575.358839]
No.4	 toolpath -493.700846	[r = -575.396479] is calculated within 8.901488s.
-----
initial linear search begins: 
No.	x	f(x)
0	-538.940254	4.173525
1	-539.669378	3.971857
2	-540.398503	3.752008
3	-541.127627	3.517887
4	-541.856752	3.274539
5	-542.585876	3.022420
6	-543.315001	2.766752
7	-544.044125	2.507580
8	-544.773250	2.251213
9	-545.502374	2.001999
10	-546.231499	1.761184
11	-546.960623	1.534548
12	-547.689748	1.323325
13	-548.418872	1.129427
14	-549.147997	0.952280
15	-549.877121	0.789068
16	-550.606246	0.637469
17	-551.335370	0.494374
18	-552.064495	0.424652
19	-552.793619	0.290798
20	-553.522744	0.160837
21	-554.251868	0.033865
22	-554.980993	-0.091840
bisection interval found by 1-dim search: [-554.980993,-554.251868]
No.5	 toolpath -485.711145	[r = -554.447678] is calculated within 8.360189s.
-----
initial linear search begins: 
No.	x	f(x)
0	-517.748418	4.718165
1	-518.482403	4.496011
2	-519.216388	4.256126
3	-519.950374	4.005332
4	-520.684359	3.744159
5	-521.418344	3.476161
6	-522.152329	3.205448
7	-522.886314	2.932642
8	-523.620300	2.664943
9	-524.354285	2.404385
10	-525.088270	2.155780
11	-525.822255	1.921466
12	-526.556240	1.704110
13	-527.290226	1.504180
14	-528.024211	1.320240
15	-528.758196	1.149858
16	-529.492181	0.989879
17	-530.226166	0.836514
18	-530.960152	0.689828
19	-531.694137	0.546083
20	-532.428122	0.405355
21	-533.162107	0.334937
22	-533.896092	0.197216
23	-534.630078	0.059923
24	-535.364063	-0.078640
bisection interval found by 1-dim search: [-535.364063,-534.630078]
No.6	 toolpath -466.565802	[r = -534.944745] is calculated within 8.227463s.
-----
initial linear search begins: 
No.	x	f(x)
0	-498.028688	5.208620
1	-498.767009	4.967593
2	-499.505330	4.710763
3	-500.243651	4.441814
4	-500.981973	4.164355
5	-501.720294	3.882270
6	-502.458615	3.596892
7	-503.196936	3.312921
8	-503.935257	3.034352
9	-504.673578	2.765958
10	-505.411899	2.510076
11	-506.150221	2.270482
12	-506.888542	2.048032
13	-507.626863	1.843116
14	-508.365184	1.652534
15	-509.103505	1.474682
16	-509.841826	1.306311
17	-510.580147	1.143564
18	-511.318469	0.986649
19	-512.056790	0.907383
20	-512.795111	0.755152
21	-513.533432	0.605090
22	-514.271753	0.455355
23	-515.010074	0.305161
24	-515.748395	0.154878
25	-516.486717	0.004482
26	-517.225038	-0.142777
bisection interval found by 1-dim search: [-517.225038,-516.486717]
No.7	 toolpath -448.489224	[r = -516.509068] is calculated within 8.437153s.
-----
initial linear search begins: 
No.	x	f(x)
0	-479.396319	2.045895
1	-480.138574	1.851219
2	-480.880829	1.666099
3	-481.623084	1.487669
4	-482.365339	1.312946
5	-483.107594	1.142248
6	-483.849849	0.974739
7	-484.592104	0.807371
8	-485.334359	0.640459
9	-486.076614	0.473255
10	-486.818869	0.305869
11	-487.561124	2.589031
12	-488.303379	2.362345
13	-489.045634	2.152325
14	-489.787889	2.052091
15	-490.530144	1.861343
16	-491.272399	1.681166
17	-492.014654	1.507627
18	-492.756909	1.338876
19	-493.499164	1.173008
20	-494.241419	1.010292
21	-494.983674	0.848803
22	-495.725929	0.688809
23	-496.468184	0.527397
24	-497.210439	0.364519
25	-497.952694	0.204053
26	-498.694949	0.046644
27	-499.437204	-0.102286
bisection interval found by 1-dim search: [-499.437204,-498.694949]
No.8	 toolpath -431.266064	[r = -498.923279] is calculated within 8.508967s.
-----
initial linear search begins: 
No.	x	f(x)
0	-461.630252	2.346593
1	-462.376112	2.150792
2	-463.121973	2.065299
3	-463.867834	1.877645
4	-464.613694	1.695045
5	-465.359555	1.514328
6	-466.105415	1.335871
7	-466.851276	1.158859
8	-467.597136	0.981354
9	-468.342997	0.801727
10	-469.088857	0.623479
11	-469.834718	0.448924
12	-470.580578	0.279194
13	-471.326439	0.120623
14	-472.072299	-0.022700
bisection interval found by 1-dim search: [-472.072299,-471.326439]
No.9	 toolpath -415.207203	[r = -471.947747] is calculated within 7.276945s.
-----
initial linear search begins: 
No.	x	f(x)
0	-434.391884	3.034682
1	-435.143001	2.825222
2	-435.894119	2.621556
3	-436.645236	2.421732
4	-437.396353	2.223708
5	-438.147470	2.029288
6	-438.898588	1.833823
7	-439.649705	1.639156
8	-440.400822	1.443577
9	-441.151939	1.248372
10	-441.903057	1.057162
11	-442.654174	0.870971
12	-443.405291	0.696457
13	-444.156408	0.536960
14	-444.907526	0.402140
15	-445.658643	0.301833
16	-446.409760	0.270371
17	-447.160877	0.231088
18	-447.911995	0.224480
19	-448.663112	0.217875
20	-449.414229	0.208881
21	-450.165346	0.184336
22	-450.916464	0.141451
23	-451.667581	0.085051
24	-452.418698	0.019342
25	-453.169815	-0.053716
bisection interval found by 1-dim search: [-453.169815,-452.418698]
No.10	 toolpath -396.295767	[r = -452.623348] is calculated within 8.472977s.
-----
initial linear search begins: 
No.	x	f(x)
0	-414.889229	3.493979
1	-415.643911	3.274054
2	-416.398594	3.060288
3	-417.153276	2.849286
4	-417.907958	2.641679
5	-418.662641	2.433963
6	-419.417323	2.228122
7	-420.172005	2.020785
8	-420.926688	1.812271
9	-421.681370	1.607182
10	-422.436053	1.405811
11	-423.190735	1.212216
12	-423.945417	1.032821
13	-424.700100	0.873034
14	-425.454782	0.742151
15	-426.209465	0.651922
16	-426.964147	0.601992
17	-427.718829	0.579883
18	-428.473512	0.566792
19	-429.228194	0.558982
20	-429.982877	0.531699
21	-430.737559	0.485924
22	-431.492241	0.424106
23	-432.246924	0.351112
24	-433.001606	0.269550
25	-433.756288	0.182158
26	-434.510971	0.088726
27	-435.265653	-0.008399
bisection interval found by 1-dim search: [-435.265653,-434.510971]
No.11	 toolpath -379.282219	[r = -435.200061] is calculated within 8.561855s.
-----
initial linear search begins: 
No.	x	f(x)
0	-397.312286	3.893263
1	-398.070042	3.665483
2	-398.827797	3.441423
3	-399.585553	3.221866
4	-400.343308	3.003191
5	-401.101064	2.786096
6	-401.858819	2.568456
7	-402.616575	2.348491
8	-403.374330	2.131572
9	-404.132086	1.916077
10	-404.889841	1.706820
11	-405.647597	1.509500
12	-406.405352	1.328137
13	-407.163108	1.170152
14	-407.920863	1.047973
15	-408.678619	0.968350
16	-409.436374	0.924241
17	-410.194130	0.898806
18	-410.951885	0.873443
19	-411.709641	0.835297
20	-412.467396	0.810668
21	-413.225152	0.745637
22	-413.982907	0.667647
23	-414.740663	0.579568
24	-415.498418	0.484729
25	-416.256173	0.383753
26	-417.013929	0.277912
27	-417.771684	0.167802
28	-418.529440	0.054449
29	-419.287195	-0.060918
bisection interval found by 1-dim search: [-419.287195,-418.529440]
No.12	 toolpath -363.371567	[r = -418.883898] is calculated within 8.842738s.
-----
initial linear search begins: 
No.	x	f(x)
0	-380.858232	4.257425
1	-381.618745	4.021189
2	-382.379259	3.789045
3	-383.139772	3.558814
4	-383.900285	3.331280
5	-384.660798	3.102743
6	-385.421312	2.875555
7	-386.181825	2.645538
8	-386.942338	2.419008
9	-387.702852	2.196036
10	-388.463365	1.981923
11	-389.223878	1.780863
12	-389.984392	1.599493
13	-390.744905	1.447188
14	-391.505418	1.336338
15	-392.265932	1.265996
16	-393.026445	1.223790
17	-393.786958	1.190966
18	-394.547472	1.150901
19	-395.307985	1.093881
20	-396.068498	1.060322
21	-396.829012	0.978148
22	-397.589525	0.885248
23	-398.350038	0.783764
24	-399.110552	0.675947
25	-399.871065	0.562638
26	-400.631578	0.445112
27	-401.392092	0.323411
28	-402.152605	0.198851
29	-402.913118	0.073947
30	-403.673631	-0.047507
bisection interval found by 1-dim search: [-403.673631,-402.913118]
No.13	 toolpath -348.259273	[r = -403.369872] is calculated within 8.782167s.
-----
initial linear search begins: 
No.	x	f(x)
0	-365.218417	4.594252
1	-365.981446	4.350197
2	-366.744475	4.109091
3	-367.507504	3.870261
4	-368.270533	3.633005
5	-369.033562	3.395116
6	-369.796591	3.157709
7	-370.559620	2.918870
8	-371.322649	2.682661
9	-372.085679	2.453847
10	-372.848708	2.235632
11	-373.611737	2.033319
12	-374.374766	1.855111
13	-375.137795	1.712426
14	-375.900824	1.612558
15	-376.663853	1.548722
16	-377.426882	1.504379
17	-378.189911	1.460672
18	-378.952940	1.404404
19	-379.715970	1.370673
20	-380.478999	1.286953
21	-381.242028	1.190040
22	-382.005057	1.083408
23	-382.768086	0.969367
24	-383.531115	0.849043
25	-384.294144	0.724620
26	-385.057173	0.595127
27	-385.820202	0.463280
28	-386.583231	0.328722
29	-387.346261	0.195649
30	-388.109290	0.068891
31	-388.872319	-0.044602
bisection interval found by 1-dim search: [-388.872319,-388.109290]
No.14	 toolpath -333.846416	[r = -388.558612] is calculated within 8.874416s.
-----
initial linear search begins: 
No.	x	f(x)
0	-350.291860	1.873996
1	-351.057195	1.817267
2	-351.822530	1.754177
3	-352.587865	1.674738
4	-353.353200	1.576108
5	-354.118535	1.464557
6	-354.883870	1.343119
7	-355.649205	1.214132
8	-356.414541	1.078696
9	-357.179876	0.939111
10	-357.945211	0.795096
11	-358.710546	0.646966
12	-359.475881	0.497618
13	-360.241216	0.348816
14	-361.006551	0.206844
15	-361.771886	0.076793
16	-362.537221	-0.034075
bisection interval found by 1-dim search: [-362.537221,-361.771886]
No.15	 toolpath -319.816645	[r = -362.285348] is calculated within 7.733828s.
-----
initial linear search begins: 
No.	x	f(x)
0	-323.825463	2.543092
1	-324.594661	2.462896
2	-325.363859	2.365432
3	-326.133056	2.249487
4	-326.902254	2.120414
5	-327.671452	2.067197
6	-328.440649	1.925668
7	-329.209847	1.777727
8	-329.979045	1.624148
9	-330.748243	1.466409
10	-331.517440	1.304439
11	-332.286638	1.139768
12	-333.055836	0.974910
13	-333.825033	0.813570
14	-334.594231	0.661613
15	-335.363429	0.526681
16	-336.132626	0.413476
17	-336.901824	0.326851
18	-337.671022	0.261650
19	-338.440219	0.208535
20	-339.209417	0.159305
21	-339.978615	0.106934
22	-340.747813	0.045138
23	-341.517010	-0.031292
bisection interval found by 1-dim search: [-341.517010,-340.747813]
No.16	 toolpath -299.217554	[r = -341.221801] is calculated within 8.434337s.
-----
initial linear search begins: 
No.	x	f(x)
0	-302.617477	3.091359
1	-303.389563	2.990239
2	-304.161650	2.870179
3	-304.933736	2.734618
4	-305.705823	2.587610
5	-306.477909	2.432265
6	-307.249996	2.271092
7	-308.022082	2.103745
8	-308.794169	1.931790
9	-309.566255	1.756350
10	-310.338342	1.578920
11	-311.110428	1.401005
12	-311.882514	1.332275
13	-312.654601	1.162874
14	-313.426687	1.007538
15	-314.198774	0.871424
16	-314.970860	0.761333
17	-315.742947	0.676125
18	-316.515033	0.606557
19	-317.287120	0.544538
20	-318.059206	0.481913
21	-318.831293	0.412512
22	-319.603379	0.330935
23	-320.375466	0.232487
24	-321.147552	0.120408
25	-321.919639	0.000706
26	-322.691725	-0.124025
bisection interval found by 1-dim search: [-322.691725,-321.919639]
No.17	 toolpath -280.385915	[r = -321.920393] is calculated within 8.908891s.
-----
initial linear search begins: 
No.	x	f(x)
0	-283.191741	2.086754
1	-283.966314	1.893385
2	-284.740887	3.226778
3	-285.515460	3.066399
4	-286.290033	2.898323
5	-287.064606	2.723942
6	-287.839179	2.544987
7	-288.613752	2.472894
8	-289.388325	2.288251
9	-290.162898	2.099645
10	-290.937471	1.909097
11	-291.712044	1.721223
12	-292.486617	1.542634
13	-293.261190	1.378052
14	-294.035763	1.234680
15	-294.810336	1.117624
16	-295.584910	1.024291
17	-296.359483	0.945318
18	-297.134056	0.872135
19	-297.908629	0.797760
20	-298.683202	0.766251
21	-299.457775	0.679423
22	-300.232348	0.576706
23	-301.006921	0.458627
24	-301.781494	0.329799
25	-302.556067	0.195893
26	-303.330640	0.059879
27	-304.105213	-0.072998
bisection interval found by 1-dim search: [-304.105213,-303.330640]
No.18	 toolpath -262.612701	[r = -303.676323] is calculated within 8.609245s.
-----
initial linear search begins: 
No.	x	f(x)
0	-264.837144	2.506536
1	-265.613927	2.301490
2	-266.390711	2.102908
3	-267.167494	1.914622
4	-267.944278	1.744601
5	-268.721062	1.599002
6	-269.497845	1.479712
7	-270.274629	1.379849
8	-271.051412	1.290563
9	-271.828196	1.203030
10	-272.604980	1.110829
11	-273.381763	1.008202
12	-274.158547	0.889211
13	-274.935330	0.826882
14	-275.712114	0.687541
15	-276.488898	0.539885
16	-277.265681	0.389445
17	-278.042465	0.240722
18	-278.819248	0.096714
19	-279.596032	-0.036473
bisection interval found by 1-dim search: [-279.596032,-278.819248]
No.19	 toolpath -245.765556	[r = -279.376803] is calculated within 7.951323s.
-----
initial linear search begins: 
No.	x	f(x)
0	-240.400857	2.983303
1	-241.180376	2.769034
2	-241.959895	2.565981
3	-242.739414	2.380345
4	-243.518933	2.219343
5	-244.298452	2.084907
6	-245.077971	1.970755
7	-245.857489	1.866965
8	-246.637008	1.765017
9	-247.416527	1.659017
10	-248.196046	1.542086
11	-248.975565	1.480976
12	-249.755084	1.340637
13	-250.534603	1.186577
14	-251.314122	1.024943
15	-252.093641	0.860544
16	-252.873160	0.696076
17	-253.652679	0.538134
18	-254.432198	0.390315
19	-255.211717	0.259018
20	-255.991235	0.145683
21	-256.770754	0.050697
22	-257.550273	-0.025104
bisection interval found by 1-dim search: [-257.550273,-256.770754]
No.20	 toolpath -224.468723	[r = -257.270895] is calculated within 8.288272s.
-----
initial linear search begins: 
No.	x	f(x)
0	-218.180800	3.502660
1	-218.962602	3.278751
2	-219.744404	3.068806
3	-220.526205	2.880276
4	-221.308007	2.718493
5	-222.089809	2.581511
6	-222.871611	2.459943
7	-223.653413	2.345512
8	-224.435215	2.230143
9	-225.217017	2.106824
10	-225.998819	1.969956
11	-226.780621	1.816254
12	-227.562423	1.649519
13	-228.344224	1.475213
14	-229.126026	1.297149
15	-229.907828	1.118944
16	-230.689630	0.948375
17	-231.471432	0.787085
18	-232.253234	0.643322
19	-233.035036	0.581211
20	-233.816838	0.463964
21	-234.598640	0.365690
22	-235.380442	0.286164
23	-236.162244	0.225457
24	-236.944045	0.182477
25	-237.725847	0.154492
26	-238.507649	0.134240
27	-239.289451	0.113403
28	-240.071253	0.083717
29	-240.853055	0.037526
30	-241.634857	-0.031148
bisection interval found by 1-dim search: [-241.634857,-240.853055]
No.21	 toolpath -208.920261	[r = -241.314959] is calculated within 9.055537s.
-----
initial linear search begins: 
No.	x	f(x)
0	-202.148502	2.255845
1	-202.931831	2.081882
2	-203.715160	1.896778
3	-204.498489	1.706756
4	-205.281818	1.514430
5	-206.065148	2.919225
6	-206.848477	2.793085
7	-207.631806	2.669804
8	-208.415135	2.541745
9	-209.198464	2.403548
10	-209.981793	2.249539
11	-210.765123	2.079225
12	-211.548452	1.898020
13	-212.331781	1.712125
14	-213.115110	1.524172
15	-213.898439	1.339925
16	-214.681768	1.163492
17	-215.465097	1.000850
18	-216.248427	0.855940
19	-217.031756	0.794830
20	-217.815085	0.678013
21	-218.598414	0.580070
22	-219.381743	0.500666
23	-220.165072	0.439983
24	-220.948401	0.396004
25	-221.731731	0.364031
26	-222.515060	0.335341
27	-223.298389	0.301878
28	-224.081718	0.255627
29	-224.865047	0.189456
30	-225.648376	0.098391
31	-226.431706	-0.012681
bisection interval found by 1-dim search: [-226.431706,-225.648376]
No.22	 toolpath -194.363562	[r = -226.348324] is calculated within 8.844104s.
-----
initial linear search begins: 
No.	x	f(x)
0	-187.114804	2.588719
1	-187.899474	2.400161
2	-188.684145	2.202402
3	-189.468815	2.001491
4	-190.253486	1.801069
5	-191.038156	1.607117
6	-191.822826	1.423000
7	-192.607497	1.254739
8	-193.392167	1.105588
9	-194.176838	0.975515
10	-194.961508	0.864318
11	-195.746178	0.771627
12	-196.530849	0.697462
13	-197.315519	0.640520
14	-198.100189	0.595289
15	-198.884860	0.553691
16	-199.669530	0.507266
17	-200.454201	0.448123
18	-201.238871	0.369134
19	-202.023541	0.323405
20	-202.808212	0.208575
21	-203.592882	0.078028
22	-204.377553	-0.059240
bisection interval found by 1-dim search: [-204.377553,-203.592882]
No.23	 toolpath -180.281644	[r = -204.039623] is calculated within 8.327535s.
-----
initial linear search begins: 
No.	x	f(x)
0	-164.714296	3.120722
1	-165.500803	2.914172
2	-166.287309	2.701160
3	-167.073816	2.486578
4	-167.860322	2.274123
5	-168.646829	2.071317
6	-169.433335	1.880863
7	-170.219842	1.709110
8	-171.006349	1.555822
9	-171.792855	1.421781
10	-172.579362	1.307140
11	-173.365868	1.211083
12	-174.152375	1.132949
13	-174.938881	1.070102
14	-175.725388	1.015082
15	-176.511894	0.959483
16	-177.298401	0.894854
17	-178.084907	0.813872
18	-178.871414	0.710104
19	-179.657921	0.581739
20	-180.444427	0.437962
21	-181.230934	0.286956
22	-182.017440	0.136704
23	-182.803947	-0.004815
bisection interval found by 1-dim search: [-182.803947,-182.017440]
No.24	 toolpath -159.854116	[r = -182.775528] is calculated within 8.308865s.
-----
initial linear search begins: 
No.	x	f(x)
0	-143.371722	3.613662
1	-144.159798	3.390876
2	-144.947874	3.163201
3	-145.735950	2.936813
4	-146.524027	2.715522
5	-147.312103	2.504995
6	-148.100179	2.310262
7	-148.888255	2.135010
8	-149.676331	1.978428
9	-150.464407	1.841772
10	-151.252483	1.724243
11	-152.040559	1.624893
12	-152.828636	1.543016
13	-153.616712	1.473235
14	-154.404788	1.406903
15	-155.192864	1.335650
16	-155.980940	1.251914
17	-156.769016	1.147739
18	-157.557092	1.018479
19	-158.345168	0.868270
20	-159.133244	0.707291
21	-159.921321	0.544136
22	-160.709397	0.384692
23	-161.497473	0.237522
24	-162.285549	0.108531
25	-163.073625	0.000264
26	-163.861701	-0.089623
bisection interval found by 1-dim search: [-163.861701,-163.073625]
No.25	 toolpath -140.586640	[r = -163.074395] is calculated within 8.531695s.
-----
initial linear search begins: 
No.	x	f(x)
0	-123.605697	3.917812
1	-124.395071	3.815187
2	-125.184445	3.574968
3	-125.973819	3.339098
4	-126.763193	3.109129
5	-127.552567	2.894955
6	-128.341941	2.697622
7	-129.131315	2.520036
8	-129.920688	2.361952
9	-130.710062	2.223549
10	-131.499436	2.103902
11	-132.288810	2.002343
12	-133.078184	1.916178
13	-133.867558	1.838172
14	-134.656932	1.759142
15	-135.446306	1.671215
16	-136.235680	1.566869
17	-137.025054	1.438327
18	-137.814428	1.285520
19	-138.603802	1.117436
20	-139.393176	0.942262
21	-140.182550	0.769025
22	-140.971924	0.604045
23	-141.761298	0.453828
24	-142.550672	0.323994
25	-143.340046	0.274319
26	-144.129420	0.173209
27	-144.918794	0.085765
28	-145.708168	0.009061
29	-146.497542	-0.061480
bisection interval found by 1-dim search: [-146.497542,-145.708168]
No.26	 toolpath -123.316773	[r = -145.804527] is calculated within 8.661119s.
-----
initial linear search begins: 
No.	x	f(x)
0	-106.285100	2.199614
1	-107.075489	2.106473
2	-107.865877	2.007174
3	-108.656266	3.533159
4	-109.446654	3.436101
5	-110.237043	3.219249
6	-111.027431	3.022207
7	-111.817820	2.843997
8	-112.608209	2.686006
9	-113.398597	2.547340
10	-114.188986	2.426942
11	-114.979374	2.324156
12	-115.769763	2.233415
13	-116.560151	2.146242
14	-117.350540	2.053857
15	-118.140928	1.948291
16	-118.931317	1.821693
17	-119.721705	1.669695
18	-120.512094	1.497772
19	-121.302482	1.314568
20	-122.092871	1.128629
21	-122.883259	0.948682
22	-123.673648	0.780657
23	-124.464036	0.713944
24	-125.254425	0.574125
25	-126.044814	0.455236
26	-126.835202	0.352186
27	-127.625591	0.261466
28	-128.415979	0.178330
29	-129.206368	0.100109
30	-129.996756	0.022171
31	-130.787145	-0.059143
bisection interval found by 1-dim search: [-130.787145,-129.996756]
No.27	 toolpath -108.171699	[r = -130.218281] is calculated within 8.784060s.
-----
initial linear search begins: 
No.	x	f(x)
0	-90.657989	2.322147
1	-91.449195	2.180226
2	-92.240401	2.115610
3	-93.031606	1.938205
4	-93.822812	1.745092
5	-94.614018	1.544497
6	-95.405224	1.462743
7	-96.196430	1.266459
8	-96.987636	1.081145
9	-97.778841	0.914037
10	-98.570047	0.851424
11	-99.361253	0.714510
12	-100.152459	0.594736
13	-100.943665	0.487279
14	-101.734871	0.388942
15	-102.526077	0.349034
16	-103.317282	0.256930
17	-104.108488	0.164147
18	-104.899694	0.066552
19	-105.690900	0.021540
20	-106.482106	-0.084009
bisection interval found by 1-dim search: [-106.482106,-105.690900]
No.28	 toolpath -93.879616	[r = -105.857022] is calculated within 8.237729s.
-----
initial linear search begins: 
No.	x	f(x)
0	-66.242167	2.357097
1	-67.034464	2.270730
2	-67.826761	2.053937
3	-68.619058	1.842081
4	-69.411355	1.643344
5	-70.203653	1.463842
6	-70.995950	1.305308
7	-71.788247	1.165883
8	-72.580544	1.114684
9	-73.372841	0.993674
10	-74.165138	0.880743
11	-74.957435	0.772271
12	-75.749732	0.663956
13	-76.542029	0.552311
14	-77.334326	0.506129
15	-78.126624	0.386050
16	-78.918921	0.263285
17	-79.711218	0.142007
18	-80.503515	0.027820
19	-81.295812	-0.014322
bisection interval found by 1-dim search: [-81.295812,-80.503515]
No.29	 toolpath -72.488893	[r = -80.708553] is calculated within 7.866809s.
-----
initial linear search begins: 
No.	x	f(x)
0	-41.049240	2.672665
1	-41.842426	2.448803
2	-42.635612	2.238756
3	-43.428798	2.049659
4	-44.221985	1.881324
5	-45.015171	1.731204
6	-45.808357	1.593301
7	-46.601543	1.538321
8	-47.394730	1.412080
9	-48.187916	1.288703
10	-48.981102	1.165056
11	-49.774288	1.036406
12	-50.567475	0.900687
13	-51.360661	0.762068
14	-52.153847	0.625368
15	-52.947034	0.494982
16	-53.740220	0.376452
17	-54.533406	0.331997
18	-55.326592	0.237088
19	-56.119779	0.157622
20	-56.912965	0.088153
21	-57.706151	0.023289
22	-58.499337	-0.041858
bisection interval found by 1-dim search: [-58.499337,-57.706151]
No.30	 toolpath -51.674424	[r = -57.995075] is calculated within 8.101815s.
-----
initial linear search begins: 
No.	x	f(x)
0	-18.305938	2.931743
1	-19.099721	2.718952
2	-19.893503	2.631387
3	-20.687286	2.451087
4	-21.481069	2.288022
5	-22.274852	2.137887
6	-23.068634	1.995994
7	-23.862417	1.858708
8	-24.656200	1.722308
9	-25.449983	1.582053
10	-26.243765	1.435047
11	-27.037548	1.283344
12	-27.831331	1.131693
13	-28.625114	0.985144
14	-29.418896	0.923778
15	-30.212679	0.793139
16	-31.006462	0.679700
17	-31.800245	0.582879
18	-32.594027	0.497573
19	-33.387810	0.418612
20	-34.181593	0.340700
21	-34.975376	0.258858
22	-35.769158	0.167734
23	-36.562941	0.063308
24	-37.356724	-0.049158
bisection interval found by 1-dim search: [-37.356724,-36.562941]
No.31	 toolpath -32.070500	[r = -37.013320] is calculated within 8.216330s.
-----
initial linear search begins: 
No.	x	f(x)
0	2.694677	3.404141
1	1.900517	3.190242
2	1.106357	2.998079
3	0.312198	2.822204
4	-0.481962	2.659394
5	-1.276122	2.505693
6	-2.070282	2.355729
7	-2.864442	2.206635
8	-3.658602	2.054398
9	-4.452762	1.893798
10	-5.246922	1.730199
11	-6.041082	1.565986
12	-6.835242	1.407833
13	-7.629402	1.259256
14	-8.423562	1.195737
15	-9.217722	1.070873
16	-10.011882	0.963026
17	-10.806042	0.866338
18	-11.600202	0.775234
19	-12.394362	0.685262
20	-13.188522	0.591003
21	-13.982681	0.486053
22	-14.776841	0.368303
23	-15.571001	0.243582
24	-16.365161	0.119312
25	-17.159321	0.003983
26	-17.953481	-0.096516
bisection interval found by 1-dim search: [-17.953481,-17.159321]
No.32	 toolpath -13.127786	[r = -17.188016] is calculated within 8.413164s.
-----
initial linear search begins: 
No.	x	f(x)
0	22.530143	3.738067
1	21.735780	3.532759
2	20.941417	3.344995
3	20.147054	3.169499
4	19.352691	3.003363
5	18.558327	2.841925
6	17.763964	2.681468
7	16.969601	2.517153
8	16.175238	2.434213
9	15.380875	2.260658
10	14.586511	2.084724
11	13.792148	1.910602
12	12.997785	1.745100
13	12.203422	1.591541
